Type,ID,Name,Subgroup,n,Mean (SE),KW test Padj,Dunn's test Padj (MARD vs MOD),Dunn's test Padj (MARD vs SIDD),Dunn's test Padj (MOD vs SIDD),Dunn's test Padj (MARD vs SIRD),Dunn's test Padj (MOD vs SIRD),Dunn's test Padj (SIDD vs SIRD)
PRT,PFKM,PFKM,MARD,231,19.2 (0.07),,,,,,,
PRT,PFKM,PFKM,MOD,114,19.1 (0.1),,,,,,,
PRT,PFKM,PFKM,SIRD,64,19.37 (0.09),,,,,,,
PRT,PFN1,PFN1,SIDD,198,19.81 (0.11),0.94945064556203,1.0,0.869479232173983,1.0,1.0,1.0,1.0
PRT,PFN1,PFN1,MARD,212,19.8 (0.11),,,,,,,
PRT,PFN1,PFN1,MOD,112,19.91 (0.15),,,,,,,
PRT,PFN1,PFN1,SIRD,66,19.96 (0.17),,,,,,,
PRT,PGAM1,PGAM1,SIDD,216,15.6 (0.11),0.92258383534008,0.880415765347409,1.0,1.0,1.0,1.0,0.971156956587257
PRT,PGAM1,PGAM1,MARD,236,15.73 (0.1),,,,,,,
PRT,PGAM1,PGAM1,MOD,123,15.72 (0.13),,,,,,,
PRT,PGAM1,PGAM1,SIRD,71,15.64 (0.2),,,,,,,
PRT,PGD,PGD,SIDD,188,17.12 (0.11),0.890459273050954,0.815141750744612,0.938664459467423,0.86229737730211,0.778252698534735,1.0,1.0
PRT,PGD,PGD,MARD,216,17.29 (0.11),,,,,,,
PRT,PGD,PGD,MOD,103,17.15 (0.14),,,,,,,
PRT,PGD,PGD,SIRD,64,17.44 (0.19),,,,,,,
PRT,PGK1,PGK1,SIDD,231,21.04 (0.12),0.168107638929958,0.0243600780208329,0.114816260568259,0.324309682270671,0.0814812833584881,0.873255212604114,0.468450315006913
PRT,PGK1,PGK1,MARD,258,20.78 (0.11),,,,,,,
PRT,PGK1,PGK1,MOD,133,21.23 (0.14),,,,,,,
PRT,PGK1,PGK1,SIRD,79,21.25 (0.18),,,,,,,
PRT,PGLYRP2,PGLYRP2,SIDD,242,20.41 (0.02),0.878480094172677,1.0,1.0,0.936350415682932,0.918939915592119,0.707114813565058,1.0
PRT,PGLYRP2,PGLYRP2,MARD,268,20.41 (0.02),,,,,,,
PRT,PGLYRP2,PGLYRP2,MOD,139,20.45 (0.03),,,,,,,
PRT,PGLYRP2,PGLYRP2,SIRD,80,20.42 (0.04),,,,,,,
PRT,PGM1,PGM1,SIDD,229,16.3 (0.1),0.837283055960162,0.807611765394944,1.0,0.986017552460317,1.0,0.782856527342642,0.920307088685429
PRT,PGM1,PGM1,MARD,261,16.23 (0.09),,,,,,,
PRT,PGM1,PGM1,MOD,133,16.34 (0.12),,,,,,,
PRT,PGM1,PGM1,SIRD,79,16.42 (0.14),,,,,,,
PRT,PI16,PI16,SIDD,240,18.36 (0.14),0.263514399128126,0.303532679845246,0.639002255201079,0.463508755541559,0.0245351693337376,0.195702126650091,0.0351255523790368
PRT,PI16,PI16,MARD,263,18.21 (0.14),,,,,,,
PRT,PI16,PI16,MOD,134,18.6 (0.24),,,,,,,
PRT,PI16,PI16,SIRD,77,19.21 (0.3),,,,,,,
PRT,PIGR,PIGR,SIDD,224,15.11 (0.12),0.754920008165253,0.86517759443631,0.945321517702202,1.0,0.415740678438772,0.576139994888462,0.782037091724895
PRT,PIGR,PIGR,MARD,245,15.24 (0.11),,,,,,,
PRT,PIGR,PIGR,MOD,124,15.29 (0.16),,,,,,,
PRT,PIGR,PIGR,SIRD,77,15.63 (0.22),,,,,,,
PRT,PKM,PKM,SIDD,242,19.17 (0.07),0.778334743358903,0.739287978362198,0.758295543077625,1.0,0.898147686239578,0.782930424167278,0.887850227597648
PRT,PKM,PKM,MARD,268,19.08 (0.06),,,,,,,
PRT,PKM,PKM,MOD,139,19.25 (0.09),,,,,,,
PRT,PKM,PKM,SIRD,80,19.13 (0.12),,,,,,,
PRT,PLEC,PLEC,SIDD,242,18.16 (0.09),0.759198409415881,0.808685767159063,0.810635196624662,0.873362344327491,1.0,0.726428086364055,0.913756866017235
PRT,PLEC,PLEC,MARD,268,18.06 (0.08),,,,,,,
PRT,PLEC,PLEC,MOD,139,18.18 (0.11),,,,,,,
PRT,PLEC,PLEC,SIRD,80,18.2 (0.14),,,,,,,
PRT,PLG,PLG,SIDD,242,21.91 (0.02),0.447157249094564,0.135593715434604,0.259499967901534,0.48671491665637,0.546670312263134,0.248735464690099,0.250853054185833
PRT,PLG,PLG,MARD,268,21.88 (0.01),,,,,,,
PRT,PLG,PLG,MOD,139,21.93 (0.02),,,,,,,
PRT,PLG,PLG,SIRD,80,21.85 (0.03),,,,,,,
PRT,PLGLA,PLGLA,SIDD,242,20.01 (0.02),0.467697849248907,0.121601099589182,0.809680236849114,0.109246608014366,0.838024185759655,0.360480877829793,0.935669577721397
PRT,PLGLA,PLGLA,MARD,268,20.04 (0.02),,,,,,,
PRT,PLGLA,PLGLA,MOD,139,20.09 (0.03),,,,,,,
PRT,PLGLA,PLGLA,SIRD,80,20.08 (0.04),,,,,,,
PRT,PLS3,PLS3,SIDD,201,15.62 (0.19),0.636757001472782,0.70212059119884,0.320717525660879,0.873239888224492,0.470642492091358,0.86406507774764,0.969480088197871
PRT,PLS3,PLS3,MARD,222,15.14 (0.19),,,,,,,
PRT,PLS3,PLS3,MOD,122,15.58 (0.26),,,,,,,
PRT,PLS3,PLS3,SIRD,62,15.74 (0.35),,,,,,,
PRT,PLTP,PLTP,SIDD,242,18.9 (0.08),0.668611715099818,0.903297265291427,0.691576410431076,0.438631818838746,0.654490842727797,0.366929441557666,0.524957261951117
PRT,PLTP,PLTP,MARD,268,18.74 (0.06),,,,,,,
PRT,PLTP,PLTP,MOD,139,18.7 (0.08),,,,,,,
PRT,PLTP,PLTP,SIRD,80,18.88 (0.12),,,,,,,
PRT,PLXNB2,PLXNB2,SIDD,235,14.95 (0.07),0.968545316298646,0.987488820344183,1.0,1.0,1.0,0.906511648563136,1.0
PRT,PLXNB2,PLXNB2,MARD,256,14.83 (0.05),,,,,,,
PRT,PLXNB2,PLXNB2,MOD,139,14.88 (0.09),,,,,,,
PRT,PLXNB2,PLXNB2,SIRD,80,14.9 (0.14),,,,,,,
PRT,PNP,PNP,SIDD,197,16.04 (0.11),0.837283055960162,0.82087643810122,0.804572608146712,0.917370360333642,0.721578853161096,0.789615780088617,1.0
PRT,PNP,PNP,MARD,228,16.03 (0.1),,,,,,,
PRT,PNP,PNP,MOD,107,16.07 (0.13),,,,,,,
PRT,PNP,PNP,SIRD,62,15.68 (0.19),,,,,,,
PRT,POF1B,POF1B,SIDD,187,20.07 (0.14),0.993244799644825,1.0,1.0,1.0,1.0,1.0,0.984281510500513
PRT,POF1B,POF1B,MARD,208,20.03 (0.15),,,,,,,
PRT,POF1B,POF1B,MOD,115,20.02 (0.2),,,,,,,
PRT,POF1B,POF1B,SIRD,69,19.88 (0.29),,,,,,,
PRT,PON1,PON1,SIDD,242,23.13 (0.02),0.350555105437004,0.281124171194028,0.333655121403072,0.879506428667814,0.178031676154044,0.0453224256151517,0.070630640670232
PRT,PON1,PON1,MARD,268,23.11 (0.02),,,,,,,
PRT,PON1,PON1,MOD,139,23.15 (0.02),,,,,,,
PRT,PON1,PON1,SIRD,80,23.03 (0.04),,,,,,,
PRT,PON3,PON3,SIDD,192,16.58 (0.11),0.79101295906503,0.808378350902502,0.581141649770567,0.775950398372769,0.939854466379743,0.786867346625048,0.769228789886704
PRT,PON3,PON3,MARD,214,16.35 (0.12),,,,,,,
PRT,PON3,PON3,MOD,100,16.46 (0.11),,,,,,,
PRT,PON3,PON3,SIRD,48,16.82 (0.22),,,,,,,
PRT,POSTN,POSTN,SIDD,242,19.79 (0.04),0.364281898414888,0.266050720800249,0.120848967042136,0.809707803796063,0.359824410033955,0.154246874088672,0.122547878764824
PRT,POSTN,POSTN,MARD,266,19.88 (0.04),,,,,,,
PRT,POSTN,POSTN,MOD,139,19.68 (0.1),,,,,,,
PRT,POSTN,POSTN,SIRD,80,19.85 (0.12),,,,,,,
PRT,POTEE,POTEE,SIDD,229,14.06 (0.12),0.640686148275814,0.641235286286946,0.526947167224255,0.458113049491828,0.438678135437715,0.518555652515812,0.50135414804405
PRT,POTEE,POTEE,MARD,254,13.99 (0.12),,,,,,,
PRT,POTEE,POTEE,MOD,136,13.84 (0.19),,,,,,,
PRT,POTEE,POTEE,SIRD,79,14.33 (0.2),,,,,,,
PRT,POTEF,POTEF,SIDD,228,13.89 (0.13),0.769678211724838,0.685040298738313,0.63909787537099,0.712278622784243,0.64926995090731,0.917462956800705,0.647382756504505
PRT,POTEF,POTEF,MARD,250,13.85 (0.12),,,,,,,
PRT,POTEF,POTEF,MOD,133,13.76 (0.19),,,,,,,
PRT,POTEF,POTEF,SIRD,78,14.22 (0.2),,,,,,,
PRT,POTEI,POTEI,SIDD,206,14.13 (0.14),0.825385534666549,0.622594690312709,0.914469246223944,1.0,0.745088385304575,0.811256510085768,0.879248041986506
PRT,POTEI,POTEI,MARD,228,13.98 (0.15),,,,,,,
PRT,POTEI,POTEI,MOD,118,13.88 (0.24),,,,,,,
PRT,POTEI,POTEI,SIRD,71,14.17 (0.27),,,,,,,
PRT,POTEKP,POTEKP,SIDD,190,15.25 (0.14),0.710991491077554,0.597385938905457,0.531492674965637,0.910041299207719,0.585350652586395,0.598553051156823,0.815516519223027
PRT,POTEKP,POTEKP,MARD,212,15.04 (0.15),,,,,,,
PRT,POTEKP,POTEKP,MOD,115,15.25 (0.21),,,,,,,
PRT,POTEKP,POTEKP,SIRD,73,14.92 (0.25),,,,,,,
PRT,PPBP,PPBP,SIDD,218,18.66 (0.1),0.826416375426828,1.0,0.805012754531881,0.92935771737862,0.974421794744712,0.925119708243544,0.825707611536338
PRT,PPBP,PPBP,MARD,242,18.76 (0.09),,,,,,,
PRT,PPBP,PPBP,MOD,122,18.92 (0.13),,,,,,,
PRT,PPBP,PPBP,SIRD,76,18.84 (0.16),,,,,,,
PRT,PPIA,PPIA,SIDD,209,17.57 (0.24),0.878554087404227,0.896488986940592,1.0,0.973603990773834,1.0,0.840627183984501,0.980415025167615
PRT,PPIA,PPIA,MARD,234,17.79 (0.21),,,,,,,
PRT,PPIA,PPIA,MOD,120,17.37 (0.3),,,,,,,
PRT,PPIA,PPIA,SIRD,75,17.28 (0.36),,,,,,,
PRT,PPIB,PPIB,SIDD,204,19.1 (0.12),0.993244799644825,1.0,1.0,1.0,1.0,1.0,0.974366785728274
PRT,PPIB,PPIB,MARD,207,19.14 (0.11),,,,,,,
PRT,PPIB,PPIB,MOD,113,19.29 (0.13),,,,,,,
PRT,PPIB,PPIB,SIRD,71,19.19 (0.17),,,,,,,
PRT,PPM1F,PPM1F,SIDD,178,18.05 (0.07),0.905242288399735,1.0,1.0,0.9015581707848,0.989480569813549,0.918904481739838,0.879900750595509
PRT,PPM1F,PPM1F,MARD,181,17.94 (0.08),,,,,,,
PRT,PPM1F,PPM1F,MOD,99,17.96 (0.13),,,,,,,
PRT,PPM1F,PPM1F,SIRD,61,17.89 (0.15),,,,,,,
PRT,PPP1R9B,PPP1R9B,SIDD,215,18 (0.06),0.569628214022895,0.60935193824998,0.357908535337124,0.482380767543143,0.302383702198585,0.304251353212521,0.71856418122577
PRT,PPP1R9B,PPP1R9B,MARD,244,17.99 (0.04),,,,,,,
PRT,PPP1R9B,PPP1R9B,MOD,119,17.88 (0.07),,,,,,,
PRT,PPP1R9B,PPP1R9B,SIRD,67,18.01 (0.13),,,,,,,
PRT,PRB3,PRB3,SIDD,233,19.13 (0.04),0.864580283164789,0.965083903858836,1.0,0.843685155184074,1.0,0.759266457427726,0.702362736812217
PRT,PRB3,PRB3,MARD,253,19.17 (0.04),,,,,,,
PRT,PRB3,PRB3,MOD,130,19.14 (0.05),,,,,,,
PRT,PRB3,PRB3,SIRD,78,19.03 (0.09),,,,,,,
PRT,PRCP,PRCP,SIDD,218,17.75 (0.09),0.883420405631988,0.770691022071989,1.0,0.857596647766869,0.972748296949702,0.964078671521845,1.0
PRT,PRCP,PRCP,MARD,242,17.65 (0.08),,,,,,,
PRT,PRCP,PRCP,MOD,127,17.75 (0.1),,,,,,,
PRT,PRCP,PRCP,SIRD,72,17.62 (0.18),,,,,,,
PRT,PRDX1,PRDX1,SIDD,214,17.58 (0.19),0.958593283838903,1.0,1.0,0.941654088351027,1.0,0.923560574087482,1.0
PRT,PRDX1,PRDX1,MARD,219,17.74 (0.2),,,,,,,
PRT,PRDX1,PRDX1,MOD,121,17.55 (0.27),,,,,,,
PRT,PRDX1,PRDX1,SIRD,67,17.29 (0.39),,,,,,,
PRT,PRDX2,PRDX2,SIDD,240,19.19 (0.17),0.637583560534557,0.664824841865907,0.758953731862276,0.601938993654165,0.282108842680109,0.554665296235545,0.370934597934141
PRT,PRDX2,PRDX2,MARD,261,19.09 (0.16),,,,,,,
PRT,PRDX2,PRDX2,MOD,137,18.97 (0.23),,,,,,,
PRT,PRDX2,PRDX2,SIRD,77,18.46 (0.27),,,,,,,
PRT,PRDX6,PRDX6,SIDD,241,19.54 (0.14),0.47253263395918,0.260489703467577,0.655408465441163,0.117650780801497,0.565642974548543,0.541919785806275,0.540507916580109
PRT,PRDX6,PRDX6,MARD,264,19.46 (0.15),,,,,,,
PRT,PRDX6,PRDX6,MOD,138,19.05 (0.18),,,,,,,
PRT,PRDX6,PRDX6,SIRD,79,19.32 (0.27),,,,,,,
PRT,PRG4,PRG4,SIDD,242,16.56 (0.05),0.0004994268404452,4.20290824804797e-05,0.34632014086335,0.0008339957168488,0.0010937672796777,0.911669631750397,0.0078678249606264
PRT,PRG4,PRG4,MARD,268,16.5 (0.04),,,,,,,
PRT,PRG4,PRG4,MOD,139,16.77 (0.06),,,,,,,
PRT,PRG4,PRG4,SIRD,80,16.8 (0.09),,,,,,,
PRT,PRKDC,PRKDC,SIDD,242,17.67 (0.07),0.982789335610516,0.9962090260275,1.0,1.0,1.0,1.0,1.0
PRT,PRKDC,PRKDC,MARD,268,17.62 (0.08),,,,,,,
PRT,PRKDC,PRKDC,MOD,139,17.62 (0.11),,,,,,,
PRT,PRKDC,PRKDC,SIRD,80,17.66 (0.13),,,,,,,
PRT,PROC,PROC,SIDD,242,18.54 (0.08),0.678008148551544,0.626440732259144,0.649946769086281,0.701920857310851,0.64625140680647,0.600134290252366,0.484492490813189
PRT,PROC,PROC,MARD,268,18.46 (0.08),,,,,,,
PRT,PROC,PROC,MOD,139,18.57 (0.1),,,,,,,
PRT,PROC,PROC,SIRD,80,18.69 (0.15),,,,,,,
PRT,PROS1,PROS1,SIDD,242,20.35 (0.03),0.782478694308072,0.682266843322832,0.878325732430977,0.50334401371303,0.557325799527002,0.770711159562219,0.969452196149344
PRT,PROS1,PROS1,MARD,268,20.34 (0.03),,,,,,,
PRT,PROS1,PROS1,MOD,139,20.37 (0.03),,,,,,,
PRT,PROS1,PROS1,SIRD,80,20.33 (0.04),,,,,,,
PRT,PROZ,PROZ,SIDD,236,15.74 (0.12),0.637583560534557,0.402339754463932,0.630743900121262,0.363347585559219,0.737227424277307,0.75985646191833,0.811333691723734
PRT,PROZ,PROZ,MARD,258,15.8 (0.11),,,,,,,
PRT,PROZ,PROZ,MOD,136,15.99 (0.14),,,,,,,
PRT,PROZ,PROZ,SIRD,79,15.84 (0.19),,,,,,,
PRT,PRSS1,PRSS1,SIDD,242,21.05 (0.02),0.816996032854517,0.82625552986522,0.82344969580355,0.827028722487042,0.564309366814519,0.932490824107496,0.67211312487434
PRT,PRSS1,PRSS1,MARD,268,21.04 (0.02),,,,,,,
PRT,PRSS1,PRSS1,MOD,139,21.07 (0.03),,,,,,,
PRT,PRSS1,PRSS1,SIRD,80,21 (0.03),,,,,,,
PRT,PRSS2,PRSS2,SIDD,242,21.35 (0.02),0.892340589425029,0.881005363325726,0.867792544567634,0.768234728017819,0.740448560891834,1.0,1.0
PRT,PRSS2,PRSS2,MARD,268,21.33 (0.02),,,,,,,
PRT,PRSS2,PRSS2,MOD,139,21.37 (0.03),,,,,,,
PRT,PRSS2,PRSS2,SIRD,80,21.33 (0.04),,,,,,,
PRT,PRSS3,PRSS3,SIDD,242,22.42 (0.03),0.986478677052562,1.0,0.989732422083949,1.0,1.0,1.0,1.0
PRT,PRSS3,PRSS3,MARD,268,22.43 (0.03),,,,,,,
PRT,PRSS3,PRSS3,MOD,139,22.44 (0.04),,,,,,,
PRT,PRSS3,PRSS3,SIRD,80,22.47 (0.06),,,,,,,
PRT,PRSS3P2,PRSS3P2,SIDD,242,21.35 (0.02),0.908855056399985,0.964823521396901,0.856149527854328,0.827810071698161,0.753992201904462,1.0,1.0
PRT,PRSS3P2,PRSS3P2,MARD,268,21.33 (0.02),,,,,,,
PRT,PRSS3P2,PRSS3P2,MOD,139,21.36 (0.03),,,,,,,
PRT,PRSS3P2,PRSS3P2,SIRD,80,21.33 (0.04),,,,,,,
PRT,PSMA1,PSMA1,SIDD,180,18.2 (0.17),0.883420405631988,0.971541059518718,1.0,1.0,1.0,1.0,1.0
PRT,PSMA1,PSMA1,MARD,182,18.08 (0.16),,,,,,,
PRT,PSMA1,PSMA1,MOD,103,18.02 (0.23),,,,,,,
PRT,PSMA1,PSMA1,SIRD,61,18.1 (0.26),,,,,,,
PRT,PSMA4,PSMA4,SIDD,173,16.85 (0.12),0.956210781747483,0.91378272041176,0.884376739182538,1.0,1.0,1.0,0.852123447464738
PRT,PSMA4,PSMA4,MARD,200,17.03 (0.11),,,,,,,
PRT,PSMA4,PSMA4,MOD,102,16.9 (0.16),,,,,,,
PRT,PSMA4,PSMA4,SIRD,55,16.93 (0.2),,,,,,,
PRT,PSMA7,PSMA7,SIDD,190,17.51 (0.09),0.471036436389652,0.989211629105994,0.584843281787057,0.572860163121607,0.118589611752629,0.107634990754859,0.175624240831352
PRT,PSMA7,PSMA7,MARD,224,17.45 (0.1),,,,,,,
PRT,PSMA7,PSMA7,MOD,105,17.51 (0.15),,,,,,,
PRT,PSMA7,PSMA7,SIRD,62,17.96 (0.16),,,,,,,
PRT,PSMB1,PSMB1,SIDD,189,18.74 (0.09),0.973420141235791,0.892927812414657,1.0,0.976476742667111,1.0,1.0,1.0
PRT,PSMB1,PSMB1,MARD,190,18.52 (0.12),,,,,,,
PRT,PSMB1,PSMB1,MOD,109,18.6 (0.15),,,,,,,
PRT,PSMB1,PSMB1,SIRD,60,18.6 (0.18),,,,,,,
PRT,PSMC5,PSMC5,SIDD,171,17.4 (0.12),0.982789335610516,1.0,1.0,1.0,0.948276247093918,0.999260927074926,1.0
PRT,PSMC5,PSMC5,MARD,189,17.37 (0.12),,,,,,,
PRT,PSMC5,PSMC5,MOD,99,17.31 (0.15),,,,,,,
PRT,PSMC5,PSMC5,SIRD,60,17.3 (0.17),,,,,,,
PRT,PSMD8,PSMD8,SIDD,188,16.91 (0.07),0.522956965516324,0.691762309472434,0.506651145760416,0.799745486137204,0.244334093983716,0.204415009323991,0.162909952245435
PRT,PSMD8,PSMD8,MARD,211,17 (0.06),,,,,,,
PRT,PSMD8,PSMD8,MOD,110,16.92 (0.09),,,,,,,
PRT,PSMD8,PSMD8,SIRD,70,17.16 (0.12),,,,,,,
PRT,PTGDS,PTGDS,SIDD,208,17.8 (0.13),0.683643102550062,0.690798675802696,0.441454359484102,1.0,1.0,0.86850092979403,0.820776482961971
PRT,PTGDS,PTGDS,MARD,242,17.47 (0.11),,,,,,,
PRT,PTGDS,PTGDS,MOD,119,17.56 (0.19),,,,,,,
PRT,PTGDS,PTGDS,SIRD,73,17.62 (0.22),,,,,,,
PRT,PTPRA,PTPRA,SIDD,238,20 (0.05),0.733346784711851,0.820412417391127,0.559751072105133,0.861419871127877,0.875195149985568,0.729656668335763,0.725933373414319
PRT,PTPRA,PTPRA,MARD,264,20.07 (0.05),,,,,,,
PRT,PTPRA,PTPRA,MOD,137,20.01 (0.06),,,,,,,
PRT,PTPRA,PTPRA,SIRD,77,19.95 (0.08),,,,,,,
PRT,PTPRF,PTPRF,SIDD,231,17.1 (0.12),0.837283055960162,1.0,1.0,0.905296201514281,1.0,0.950005547909909,0.888908475918681
PRT,PTPRF,PTPRF,MARD,245,16.87 (0.13),,,,,,,
PRT,PTPRF,PTPRF,MOD,125,17.03 (0.17),,,,,,,
PRT,PTPRF,PTPRF,SIRD,73,16.96 (0.26),,,,,,,
PRT,PTPRG,PTPRG,SIDD,194,14.16 (0.11),0.640389243737123,0.967280603093816,0.458054198439805,0.501031181890875,0.583390205492429,0.416817169803246,0.496836762690859
PRT,PTPRG,PTPRG,MARD,210,14.05 (0.11),,,,,,,
PRT,PTPRG,PTPRG,MOD,111,14.16 (0.16),,,,,,,
PRT,PTPRG,PTPRG,SIRD,63,14.48 (0.21),,,,,,,
PRT,PTPRS,PTPRS,SIDD,190,17.05 (0.16),0.988578094262003,1.0,1.0,1.0,0.986106792326087,1.0,1.0
PRT,PTPRS,PTPRS,MARD,218,17.14 (0.15),,,,,,,
PRT,PTPRS,PTPRS,MOD,120,17.33 (0.18),,,,,,,
PRT,PTPRS,PTPRS,SIRD,67,17.17 (0.28),,,,,,,
PRT,PZP,PZP,SIDD,242,22.11 (0.03),0.124505502898663,0.0217297498653178,0.201571910261626,0.197391221185888,0.285488083926213,0.0178786390812015,0.0742316589993806
PRT,PZP,PZP,MARD,268,22.16 (0.03),,,,,,,
PRT,PZP,PZP,MOD,139,22.04 (0.04),,,,,,,
PRT,PZP,PZP,SIRD,80,22.22 (0.05),,,,,,,
PRT,QSOX1,QSOX1,SIDD,242,21.62 (0.09),0.535856099492925,0.729066170202932,0.394425428853031,0.406083306905216,0.479395690547399,0.370295104792112,0.185365062736204
PRT,QSOX1,QSOX1,MARD,268,21.51 (0.08),,,,,,,
PRT,QSOX1,QSOX1,MOD,139,21.41 (0.13),,,,,,,
PRT,QSOX1,QSOX1,SIRD,80,21.18 (0.18),,,,,,,
PRT,RAB11A,RAB11A,SIDD,228,18.46 (0.05),0.637583560534557,0.716152971509144,0.564046198051697,0.582728194287927,0.422647945347183,0.812660627546455,0.731929450007704
PRT,RAB11A,RAB11A,MARD,253,18.37 (0.05),,,,,,,
PRT,RAB11A,RAB11A,MOD,131,18.28 (0.11),,,,,,,
PRT,RAB11A,RAB11A,SIRD,69,18.44 (0.12),,,,,,,
PRT,RAB11B,RAB11B,SIDD,228,18.4 (0.05),0.607593107301651,0.757786294917153,0.557598006348869,0.531262229521358,0.356399395774447,0.563518806120013,0.670109646551753
PRT,RAB11B,RAB11B,MARD,255,18.31 (0.05),,,,,,,
PRT,RAB11B,RAB11B,MOD,131,18.25 (0.1),,,,,,,
PRT,RAB11B,RAB11B,SIRD,69,18.38 (0.12),,,,,,,
PRT,RACK1,RACK1,SIDD,193,18.76 (0.09),0.691434010230733,0.896136017494812,0.825631862335334,0.537414594536976,0.705209202485743,0.492250444667422,1.0
PRT,RACK1,RACK1,MARD,208,18.99 (0.07),,,,,,,
PRT,RACK1,RACK1,MOD,108,18.92 (0.12),,,,,,,
PRT,RACK1,RACK1,SIRD,64,18.77 (0.15),,,,,,,
PRT,RAD23B,RAD23B,SIDD,169,18.76 (0.09),0.883420405631988,0.809902001824372,0.831737575939541,0.793232477585882,0.938056724981375,1.0,0.960021512617515
PRT,RAD23B,RAD23B,MARD,182,18.66 (0.11),,,,,,,
PRT,RAD23B,RAD23B,MOD,108,18.72 (0.14),,,,,,,
PRT,RAD23B,RAD23B,SIRD,58,18.45 (0.21),,,,,,,
PRT,RBP4,RBP4,SIDD,242,21.99 (0.04),0.522956965516324,0.985993718484001,1.0,1.0,0.194039421245273,0.100927416923633,0.11950457579922
PRT,RBP4,RBP4,MARD,268,22.01 (0.03),,,,,,,
PRT,RBP4,RBP4,MOD,139,22 (0.04),,,,,,,
PRT,RBP4,RBP4,SIRD,80,21.88 (0.06),,,,,,,
PRT,RCN1,RCN1,SIDD,233,18.35 (0.04),0.666580074132609,0.926348578017568,1.0,0.529313097044691,0.444537468828905,0.959227798046147,0.364285369331829
PRT,RCN1,RCN1,MARD,261,18.34 (0.04),,,,,,,
PRT,RCN1,RCN1,MOD,135,18.23 (0.06),,,,,,,
PRT,RCN1,RCN1,SIRD,77,18.24 (0.07),,,,,,,
PRT,RDX,RDX,SIDD,239,19.83 (0.13),0.816996032854517,0.674250627780401,0.64062978062599,0.703483065755112,0.813968620240817,1.0,0.7645947326782
PRT,RDX,RDX,MARD,261,19.8 (0.14),,,,,,,
PRT,RDX,RDX,MOD,135,19.99 (0.17),,,,,,,
PRT,RDX,RDX,SIRD,79,19.7 (0.22),,,,,,,
PRT,RMC1,RMC1,SIDD,234,20.37 (0.03),0.0763247526573683,0.865686882667456,0.253595708584568,0.223871854863343,0.0141245676538727,0.028879208342768,0.0010923620358806
PRT,RMC1,RMC1,MARD,262,20.33 (0.03),,,,,,,
PRT,RMC1,RMC1,MOD,139,20.32 (0.04),,,,,,,
PRT,RMC1,RMC1,SIRD,80,20.17 (0.06),,,,,,,
PRT,RNF40,RNF40,SIDD,172,15.53 (0.13),0.982789335610516,1.0,1.0,1.0,1.0,1.0,0.993072700287401
PRT,RNF40,RNF40,MARD,191,15.57 (0.13),,,,,,,
PRT,RNF40,RNF40,MOD,98,15.42 (0.16),,,,,,,
PRT,RNF40,RNF40,SIRD,55,15.46 (0.18),,,,,,,
PRT,RNPEP,RNPEP,SIDD,220,18.57 (0.11),0.816996032854517,1.0,0.817314416118715,0.549456387049145,0.665851796334562,0.945567810145857,0.713460432114611
PRT,RNPEP,RNPEP,MARD,232,18.64 (0.12),,,,,,,
PRT,RNPEP,RNPEP,MOD,131,18.56 (0.14),,,,,,,
PRT,RNPEP,RNPEP,SIRD,73,18.74 (0.19),,,,,,,
PRT,RPIA,RPIA,SIDD,227,19.36 (0.04),0.522956965516324,0.256495099634724,0.900750051919082,0.250036876400644,0.413738803523836,0.739610010056414,0.265518790572373
PRT,RPIA,RPIA,MARD,260,19.35 (0.04),,,,,,,
PRT,RPIA,RPIA,MOD,129,19.29 (0.05),,,,,,,
PRT,RPIA,RPIA,SIRD,77,19.23 (0.07),,,,,,,
PRT,RPN1,RPN1,SIDD,221,17.66 (0.08),0.691925237481804,0.744426093084745,0.704000227798783,0.482723378498525,0.810036166565962,0.55561835197472,0.947876632517441
PRT,RPN1,RPN1,MARD,241,17.52 (0.09),,,,,,,
PRT,RPN1,RPN1,MOD,131,17.33 (0.13),,,,,,,
PRT,RPN1,RPN1,SIRD,75,17.48 (0.16),,,,,,,
PRT,RPS27A,RPS27A,SIDD,219,19.07 (0.12),0.944947248523038,0.954424530766811,1.0,1.0,1.0,1.0,0.991661912138581
PRT,RPS27A,RPS27A,MARD,240,19.34 (0.08),,,,,,,
PRT,RPS27A,RPS27A,MOD,133,19.25 (0.12),,,,,,,
PRT,RPS27A,RPS27A,SIRD,77,19.4 (0.11),,,,,,,
PRT,RPS3,RPS3,SIDD,176,19.23 (0.13),0.607593107301651,0.660896182223449,0.585466229829077,0.457173520873301,0.390347228818428,0.535566614708963,0.362166355206198
PRT,RPS3,RPS3,MARD,198,19.16 (0.12),,,,,,,
PRT,RPS3,RPS3,MOD,98,18.87 (0.22),,,,,,,
PRT,RPS3,RPS3,SIRD,64,18.52 (0.29),,,,,,,
PRT,RTCB,RTCB,SIDD,216,24.18 (0.2),0.577634394618245,0.715346587519751,0.313829078157599,0.728212276402731,0.837582926367524,0.379095300639319,0.253885300434222
PRT,RTCB,RTCB,MARD,235,24.41 (0.18),,,,,,,
PRT,RTCB,RTCB,MOD,125,24.06 (0.25),,,,,,,
PRT,RTCB,RTCB,SIRD,74,24.62 (0.29),,,,,,,
