"Name","Arm","Week12 N","Week12 fold change (log2, Mean [SE])","Week24 N","Week24 fold change (log2, Mean [SE]) ","KW Test P value","Week12 vs Week0 Dunn's Test P value","Week24 vs Week0 Dunn's Test P value"
"2,2-Dimethyladipic acid","CG32",223,"-0.04 (0.07)",216,"-0.06 (0.08)",0.530486714627304,0.68330654876213,0.471650223437204
"2,2-Dimethyladipic acid","CG48",233,"0.09 (0.08)",214,"0.12 (0.08)",0.655694326119347,0.827147649222324,0.376266187864011
"2,2-Dimethyladipic acid","PB",112,"-0.1 (0.13)",92,"-0.14 (0.14)",0.756494084917157,0.653073830004597,0.459944992713964
"2,2-Dimethyladipic acid","SP",149,"-0.08 (0.09)",147,"-0.01 (0.07)",0.942780937613679,0.787163721850038,0.960978445874458
"2-Hydroxycaproic acid","CG32",223,"-0.06 (0.04)",216,"0.03 (0.03)",0.634063230283161,0.45372358132934,0.877824107518348
"2-Hydroxycaproic acid","CG48",233,"0 (0.04)",214,"0.01 (0.04)",0.730716774485593,0.506404298182952,0.960244504954479
"2-Hydroxycaproic acid","PB",112,"0 (0.05)",92,"-0.05 (0.06)",0.953550147852793,0.839486669078227,0.914288763630433
"2-Hydroxycaproic acid","SP",149,"-0.07 (0.04)",147,"-0.04 (0.04)",0.33663991436806,0.140052160495169,0.45620591062436
"2-Hydroxycinnamic acid","CG32",223,"-0.06 (0.07)",216,"-0.02 (0.07)",0.541991247364664,0.783587780048452,0.284263517570896
"2-Hydroxycinnamic acid","CG48",233,"-0.01 (0.08)",214,"0 (0.08)",0.242780955111596,0.924547358020059,0.156345153343558
"2-Hydroxycinnamic acid","PB",112,"-0.12 (0.1)",92,"-0.28 (0.13)",0.114522106470628,0.14617379805396,0.045100265383906
"2-Hydroxycinnamic acid","SP",149,"-0.04 (0.09)",147,"-0.03 (0.09)",0.579183598654825,0.449185823504632,0.316177458259063
"2-Methylvaleric acid","CG32",223,"0 (0.01)",216,"0 (0.01)",0.709268565399335,0.738728077875368,0.615879359674983
"2-Methylvaleric acid","CG48",233,"0.01 (0.01)",214,"0 (0.01)",0.5651271186142,0.482747605964121,0.720661313721804
"2-Methylvaleric acid","PB",112,"0 (0.01)",92,"-0.01 (0.01)",0.600880238901622,0.813296755077711,0.453624802515711
"2-Methylvaleric acid","SP",149,"0.01 (0.02)",147,"0 (0.01)",0.940520954924834,0.862515755118616,0.726189583705329
"2-Phenylglycine","CG32",223,"0.21 (0.13)",216,"0.11 (0.12)",0.180935663015394,0.0653479875021442,0.446464845046163
"2-Phenylglycine","CG48",233,"0.08 (0.11)",214,"0.07 (0.12)",0.893376918239453,0.635685055870052,0.838373240821225
"2-Phenylglycine","PB",112,"0.14 (0.13)",92,"-0.32 (0.19)",0.394926688504694,0.690426361265613,0.339481211680817
"2-Phenylglycine","SP",149,"0.1 (0.17)",147,"0.23 (0.16)",0.695754776716311,0.796913795424119,0.405392071644084
"2-Methylbutyroylcarnitine","CG32",223,"0.01 (0.04)",216,"0.03 (0.05)",0.332974067760022,0.657894270392405,0.306406062916657
"2-Methylbutyroylcarnitine","CG48",233,"0.01 (0.04)",214,"0.02 (0.04)",0.820050553961529,0.659065027276543,0.543056486894255
"2-Methylbutyroylcarnitine","PB",112,"0.09 (0.06)",92,"-0.01 (0.07)",0.567779446815313,0.360662675052603,0.966614521229153
"2-Methylbutyroylcarnitine","SP",149,"0 (0.05)",147,"0.11 (0.05)",0.17271952570396,0.304735376109684,0.0613387200698222
"3,4-Dihydroxymandelic acid","CG32",223,"-0.26 (0.12)",216,"-0.34 (0.14)",2.88782558701336e-05,3.26411169438386e-05,0.000228285314214417
"3,4-Dihydroxymandelic acid","CG48",233,"-0.32 (0.1)",214,"-0.3 (0.12)",0.00101225591636912,0.00300370462694244,0.000670344401258298
"3,4-Dihydroxymandelic acid","PB",112,"-0.21 (0.17)",92,"-0.17 (0.18)",0.322712872598286,0.213308196216428,0.88262012800029
"3,4-Dihydroxymandelic acid","SP",149,"0.03 (0.14)",147,"-0.04 (0.14)",0.089004169954158,0.121027771856899,0.0335150234712751
"3-Methyladipic acid","CG32",223,"-0.13 (0.1)",216,"-0.17 (0.11)",0.155512687784256,0.0666184981042957,0.157705614458356
"3-Methyladipic acid","CG48",233,"-0.13 (0.11)",214,"0.01 (0.11)",0.480551929223828,0.285881500736432,0.979724603910624
"3-Methyladipic acid","PB",112,"0.18 (0.13)",92,"-0.23 (0.15)",0.6141202787753,0.444600846338605,0.85389231182154
"3-Methyladipic acid","SP",149,"0.07 (0.13)",147,"0.01 (0.14)",0.371904591264968,0.443713561613512,0.160168382925724
"3-Methylpentanoic acid","CG32",223,"0.05 (0.04)",216,"0.04 (0.04)",0.731437292583669,0.440161525142705,0.82275537206052
"3-Methylpentanoic acid","CG48",233,"-0.02 (0.02)",214,"-0.06 (0.04)",0.528858590250654,0.431152335805165,0.275240400995162
"3-Methylpentanoic acid","PB",112,"0 (0)",92,"0 (0)",0.375506512620573,0.90898256623033,0.241592024610761
"3-Methylpentanoic acid","SP",149,"-0.03 (0.04)",147,"0.04 (0.05)",0.469946097930939,0.447589081204407,0.22387102625828
"3-Hydroxybutyrylcarnitine","CG32",223,"-0.19 (0.06)",216,"-0.16 (0.06)",0.0177528563037298,0.0157878485485551,0.0131879340778981
"3-Hydroxybutyrylcarnitine","CG48",233,"-0.34 (0.06)",214,"-0.2 (0.06)",6.30666997796576e-05,1.36459805630461e-05,0.0069030687882054
"3-Hydroxybutyrylcarnitine","PB",112,"-0.2 (0.08)",92,"-0.14 (0.1)",0.115036263348622,0.0404118569817452,0.503671905996819
"3-Hydroxybutyrylcarnitine","SP",149,"-0.2 (0.08)",147,"-0.1 (0.08)",0.263340370124945,0.105238209403006,0.531144342022392
"4-Hydroxybenzoic acid","CG32",223,"0.13 (0.08)",216,"0.14 (0.09)",0.260877025738558,0.178542510543837,0.141053110105267
"4-Hydroxybenzoic acid","CG48",233,"-0.01 (0.08)",214,"0.11 (0.1)",0.237441741832833,0.533560284947816,0.0929693557397469
"4-Hydroxybenzoic acid","PB",112,"0.03 (0.13)",92,"-0.13 (0.12)",0.899587278006469,0.860336557463918,0.64732013498661
"4-Hydroxybenzoic acid","SP",149,"0.05 (0.07)",147,"0.04 (0.08)",0.945702014056242,0.760052130295686,0.787218497560235
"5-Aminolevulinic acid","CG32",223,"0.14 (0.07)",216,"-0.01 (0.07)",0.0769011671621146,0.0236310898320685,0.237702847792361
"5-Aminolevulinic acid","CG48",233,"0.23 (0.1)",214,"0.25 (0.11)",0.000691099290901382,0.00112495097147234,0.000872875283807491
"5-Aminolevulinic acid","PB",112,"-0.01 (0.12)",92,"-0.04 (0.09)",0.674520925720196,0.396688504227024,0.862114845840785
"5-Aminolevulinic acid","SP",149,"-0.12 (0.13)",147,"0.18 (0.1)",0.279859123774007,0.62764106967007,0.118862187197083
"Acetoacetic acid [MS]","CG32",223,"-0.05 (0.1)",216,"0.04 (0.1)",0.363157676623585,0.254551526272586,0.84684977737947
"Acetoacetic acid [MS]","CG48",233,"-0.26 (0.1)",214,"-0.13 (0.1)",0.0303082678257507,0.00834063780044235,0.145852766724965
"Acetoacetic acid [MS]","PB",112,"-0.44 (0.17)",92,"-0.27 (0.18)",0.12266307481828,0.0452039178383074,0.181895952673672
"Acetoacetic acid [MS]","SP",149,"-0.27 (0.12)",147,"-0.04 (0.11)",0.213450357114064,0.0817196531657576,0.509464166787148
"Adenosine Monophosphate","CG32",223,"-0.03 (0.09)",216,"-0.04 (0.09)",0.926028741267291,0.767132716039936,0.712628094102742
"Adenosine Monophosphate","CG48",233,"-0.08 (0.08)",214,"-0.13 (0.09)",0.311403710135853,0.428541986713495,0.12682663429224
"Adenosine Monophosphate","PB",112,"-0.23 (0.11)",92,"-0.05 (0.13)",0.508825817492207,0.308792062932626,0.994057327989372
"Adenosine Monophosphate","SP",149,"-0.17 (0.1)",147,"-0.05 (0.11)",0.227431078974294,0.10254860498232,0.731413414489697
"Aminoadipic acid","CG32",223,"0.06 (0.18)",216,"-0.19 (0.15)",0.390255186162295,0.578700590711021,0.171845794281357
"Aminoadipic acid","CG48",233,"-0.06 (0.17)",214,"0.06 (0.16)",0.570629549679964,0.426275876937086,0.317461315905233
"Aminoadipic acid","PB",112,"-0.34 (0.21)",92,"-0.31 (0.22)",0.0288397186491775,0.0153130425288588,0.0335671018263657
"Aminoadipic acid","SP",149,"-0.14 (0.2)",147,"-0.14 (0.17)",0.608708569554156,0.584835396943199,0.653201928009721
"Aminocaproic acid","CG32",223,"0.02 (0.09)",216,"0.08 (0.08)",0.878900791413394,0.874655568623748,0.729489060889534
"Aminocaproic acid","CG48",233,"0.04 (0.08)",214,"0.11 (0.08)",0.190935086656051,0.989061403890404,0.11127840047451
"Aminocaproic acid","PB",112,"0.06 (0.11)",92,"0.07 (0.12)",0.672128904578844,0.995704071901818,0.435031332830126
"Aminocaproic acid","SP",149,"-0.13 (0.11)",147,"-0.08 (0.08)",0.584903140975814,0.327031537044439,0.435841577086623
"Anserine","CG32",223,"-0.28 (0.16)",216,"0.08 (0.15)",0.116132034690757,0.0937974916036895,0.796971297484097
"Anserine","CG48",233,"-0.2 (0.15)",214,"-0.07 (0.16)",0.81698111508856,0.625719680119932,0.907521465417761
"Anserine","PB",112,"0.04 (0.2)",92,"0.15 (0.21)",0.526313053303608,0.348769081126347,0.313868429464269
"Anserine","SP",149,"-0.12 (0.19)",147,"0.08 (0.21)",0.525456890458795,0.880300124714064,0.368581901457509
"Carnosine","CG32",223,"-0.25 (0.15)",216,"-0.16 (0.15)",0.877906303872695,0.703300958288251,0.629953449635702
"Carnosine","CG48",233,"-0.08 (0.13)",214,"0 (0.15)",0.615202708299892,0.581248231127408,0.658979323285143
"Carnosine","PB",112,"0.06 (0.18)",92,"-0.07 (0.22)",0.437314298842864,0.427179530948958,0.610205683672123
"Carnosine","SP",149,"-0.17 (0.16)",147,"-0.2 (0.15)",0.57772697987114,0.299604926600251,0.519308582012125
"Citramalic acid","CG32",223,"-0.15 (0.06)",216,"-0.05 (0.05)",0.279277596580896,0.110425608315273,0.410971252479534
"Citramalic acid","CG48",233,"-0.11 (0.06)",214,"-0.12 (0.06)",0.00777830174465893,0.0203146698830274,0.00316517015699554
"Citramalic acid","PB",112,"0.11 (0.1)",92,"0.14 (0.09)",0.446319646152802,0.335116829212368,0.235166418510648
"Citramalic acid","SP",149,"0.03 (0.08)",147,"0.07 (0.09)",0.479654421982316,0.416943604781587,0.235909736456282
"Formic acid [MS]","CG32",223,"0.05 (0.02)",216,"0.04 (0.02)",0.253330981721824,0.103060932315301,0.293175627099086
"Formic acid [MS]","CG48",233,"0.06 (0.03)",214,"0.04 (0.03)",0.682390956319208,0.419392186124407,0.491383249465048
"Formic acid [MS]","PB",112,"0 (0.03)",92,"-0.01 (0.05)",0.128536922560782,0.478797057691656,0.0448993369491817
"Formic acid [MS]","SP",149,"0.01 (0.02)",147,"0.01 (0.02)",0.797725121389258,0.853960153370976,0.514292465131839
"Fructose-1,6-bisphosphate","CG32",223,"0.01 (0)",216,"0 (0)",0.832746554904451,0.546095104719463,0.797269100962992
"Fructose-1,6-bisphosphate","CG48",233,"0 (0)",214,"-0.01 (0.01)",0.837615391470048,0.576468147242455,0.650218191980485
"Fructose-1,6-bisphosphate","PB",112,"0 (0.01)",92,"-0.01 (0.01)",0.730770589408504,0.578373475938652,0.817783216890863
"Fructose-1,6-bisphosphate","SP",149,"-0.01 (0.01)",147,"-0.02 (0.01)",0.216580763901677,0.4382854197854,0.0808746521393428
"Glucaric acid","CG32",223,"0.13 (0.07)",216,"0.2 (0.08)",0.302337796971554,0.702100538691803,0.134634901687405
"Glucaric acid","CG48",233,"0.19 (0.08)",214,"0.06 (0.08)",0.0771655398800416,0.0859884766091135,0.0333701812466129
"Glucaric acid","PB",112,"-0.07 (0.1)",92,"0.07 (0.08)",0.364435750867413,0.707622385843574,0.305371222582975
"Glucaric acid","SP",149,"0.1 (0.1)",147,"0.14 (0.1)",0.247325560487233,0.167226354851581,0.132253032076186
"Glycolithocholic acid","CG32",223,"-0.02 (0.12)",216,"0.12 (0.12)",0.308424790543209,0.842306902199873,0.217448819530096
"Glycolithocholic acid","CG48",233,"0.03 (0.1)",214,"-0.04 (0.11)",0.717932216198882,0.723465212831572,0.416515635881644
"Glycolithocholic acid","PB",112,"0.25 (0.15)",92,"0.11 (0.17)",0.158642243962528,0.386463347420008,0.275315015940216
"Glycolithocholic acid","SP",149,"-0.23 (0.15)",147,"0.02 (0.13)",0.510172810440885,0.402824997476791,0.780311503464043
"Heptadecanoic acid","CG32",223,"-0.14 (0.05)",216,"-0.11 (0.05)",0.128615448799248,0.0762712839645479,0.0860721142028708
"Heptadecanoic acid","CG48",233,"0.02 (0.05)",214,"0.01 (0.05)",0.817853395576509,0.968375713638401,0.594672607579702
"Heptadecanoic acid","PB",112,"-0.09 (0.06)",92,"-0.06 (0.07)",0.683699952459576,0.721007750419491,0.597180583343485
"Heptadecanoic acid","SP",149,"-0.02 (0.07)",147,"-0.04 (0.06)",0.633916359342498,0.909016509803954,0.379700156602045
"Hyodeoxycholic acid","CG32",223,"-0.01 (0.12)",216,"0.19 (0.13)",0.614610344981418,0.699596887054013,0.54394952549438
"Hyodeoxycholic acid","CG48",233,"-0.24 (0.1)",214,"-0.25 (0.12)",0.144519640776962,0.07620877359805,0.107039961225207
"Hyodeoxycholic acid","PB",112,"-0.28 (0.12)",92,"-0.18 (0.13)",0.574880120159236,0.316957341629096,0.445116224359932
"Hyodeoxycholic acid","SP",149,"-0.15 (0.15)",147,"-0.04 (0.12)",0.573053916981613,0.292962602917241,0.548195680765269
"Indole-3-methyl acetate","CG32",223,"0.03 (0.02)",216,"0.03 (0.02)",0.0635387018480243,0.0916371587568044,0.0246808686752631
"Indole-3-methyl acetate","CG48",233,"0.02 (0.02)",214,"-0.04 (0.03)",0.943966592510092,0.754423736729414,0.969492532575304
"Indole-3-methyl acetate","PB",112,"0 (0.01)",92,"0.01 (0.01)",0.713788602374922,0.875721108973522,0.43364254029394
"Indole-3-methyl acetate","SP",149,"-0.04 (0.04)",147,"0 (0.02)",0.396682602728952,0.937073527837601,0.25556745717227
"Indoleacrylic acid","CG32",223,"0.07 (0.09)",216,"0.13 (0.1)",0.849002917905271,0.930685743918749,0.65104785190495
"Indoleacrylic acid","CG48",233,"-0.2 (0.09)",214,"-0.06 (0.09)",0.385501936140049,0.233000178756168,0.233542849490614
"Indoleacrylic acid","PB",112,"-0.03 (0.15)",92,"0.04 (0.12)",0.814580494231803,0.998649833242668,0.574194964958522
"Indoleacrylic acid","SP",149,"-0.24 (0.13)",147,"-0.05 (0.12)",0.150011761482106,0.0567071098832892,0.547533578036548
"Isobutyric acid","CG32",223,"0.02 (0.03)",216,"0.04 (0.04)",0.912537603011431,0.94967257001308,0.68868022351896
"Isobutyric acid","CG48",233,"0.06 (0.03)",214,"0.03 (0.04)",0.406953388827564,0.182815659514872,0.603195513907388
"Isobutyric acid","PB",112,"-0.05 (0.04)",92,"0 (0.05)",0.895857230623977,0.668184798930321,0.970090451128861
"Isobutyric acid","SP",149,"0.04 (0.04)",147,"0.06 (0.05)",0.723823227974977,0.428300729871481,0.606690936471707
"Isovelarylcarnitine","CG32",223,"0.03 (0.04)",216,"0.08 (0.05)",0.82542888486555,0.91043232082293,0.557054830915927
"Isovelarylcarnitine","CG48",233,"-0.01 (0.04)",214,"-0.01 (0.05)",0.548849973712422,0.286118823203529,0.459087547974181
"Isovelarylcarnitine","PB",112,"-0.04 (0.06)",92,"0.03 (0.07)",0.588286502977682,0.37663990955757,0.966301717666027
"Isovelarylcarnitine","SP",149,"0.05 (0.06)",147,"0.04 (0.07)",0.683103486758863,0.717004163281294,0.384762745396535
"L-Arginine","CG32",223,"0.09 (0.05)",216,"0.14 (0.06)",0.265746952085317,0.223625623290337,0.124529038137971
"L-Arginine","CG48",233,"0.12 (0.04)",214,"0.13 (0.04)",0.00737197692381016,0.0131201589056072,0.0039069870896368
"L-Arginine","PB",112,"-0.02 (0.06)",92,"-0.11 (0.1)",0.632538530895224,0.721215302559947,0.341765207009792
"L-Arginine","SP",149,"0.02 (0.06)",147,"0.08 (0.06)",0.283268511596617,0.137377291932294,0.219299084050265
"L-Isoleucine [MS]","CG32",223,"-0.04 (0.03)",216,"0.02 (0.04)",0.153444631571404,0.218909209731849,0.476804836181055
"L-Isoleucine [MS]","CG48",233,"-0.07 (0.04)",214,"-0.03 (0.05)",0.181865711719639,0.0649662129685355,0.340024590920552
"L-Isoleucine [MS]","PB",112,"-0.01 (0.05)",92,"-0.05 (0.07)",0.805807957479037,0.592828147354027,0.936078406947724
"L-Isoleucine [MS]","SP",149,"0.02 (0.05)",147,"0.04 (0.04)",0.751171012680935,0.630440808995867,0.455674401055055
"Lactulose","CG32",223,"0.04 (0.05)",216,"-0.04 (0.04)",0.631769501582951,0.794625289336083,0.350922071993633
"Lactulose","CG48",233,"0 (0.02)",214,"-0.03 (0.04)",0.873350375886336,0.679672846173039,0.6322311250775
"Lactulose","PB",112,"0.01 (0.08)",92,"-0.1 (0.07)",0.686562734051257,0.49603304818949,0.883136748600024
"Lactulose","SP",149,"-0.02 (0.02)",147,"0.07 (0.05)",0.515311975013895,0.444976336916337,0.714814365916817
"Lauroylcarnitine","CG32",223,"-0.09 (0.05)",216,"0.03 (0.05)",0.151622166853921,0.12211036079006,0.78089374838528
"Lauroylcarnitine","CG48",233,"-0.03 (0.04)",214,"0.12 (0.05)",0.240596317018443,0.568413738793998,0.269332422666501
"Lauroylcarnitine","PB",112,"-0.14 (0.06)",92,"-0.01 (0.06)",0.132098787940134,0.0551068969537414,0.702582251713143
"Lauroylcarnitine","SP",149,"-0.1 (0.07)",147,"0 (0.06)",0.588123326198963,0.350375443195956,0.929147563384963
"Lithocholic acid","CG32",223,"0.07 (0.09)",216,"-0.05 (0.1)",0.602783532632011,0.857828683298584,0.43606529146709
"Lithocholic acid","CG48",233,"-0.01 (0.1)",214,"0.09 (0.12)",0.622273806623107,0.431134829727085,0.909527002164766
"Lithocholic acid","PB",112,"-0.13 (0.14)",92,"-0.1 (0.16)",0.773070149158845,0.879912686429764,0.586375900808676
"Lithocholic acid","SP",149,"0.09 (0.12)",147,"0.04 (0.13)",0.885004831903414,0.943571317340224,0.646074027162693
"m-Aminobenzoic acid","CG32",223,"-0.13 (0.07)",216,"-0.14 (0.07)",0.222056951760956,0.184995674515824,0.104855116299967
"m-Aminobenzoic acid","CG48",233,"-0.01 (0.06)",214,"-0.06 (0.07)",0.447181391338245,0.447259627877286,0.208371120952863
"m-Aminobenzoic acid","PB",112,"0.09 (0.1)",92,"-0.02 (0.1)",0.385321261585372,0.423871844365984,0.543603485769169
"m-Aminobenzoic acid","SP",149,"-0.14 (0.08)",147,"-0.08 (0.07)",0.567209028469641,0.296385990872189,0.482478765075679
"Maleic acid","CG32",223,"0.13 (0.09)",216,"0.03 (0.09)",0.557525242992926,0.336936429270435,0.368139834138975
"Maleic acid","CG48",233,"0.02 (0.08)",214,"-0.05 (0.09)",0.926545818469591,0.846072798406749,0.841365568828
"Maleic acid","PB",112,"0.06 (0.14)",92,"0.25 (0.14)",0.115419968866888,0.500490462625445,0.0404703915837857
"Maleic acid","SP",149,"0.06 (0.07)",147,"0.04 (0.09)",0.924734908278988,0.698836366810914,0.791288048849217
"Malonic acid","CG32",223,"-0.02 (0.06)",216,"-0.08 (0.07)",0.682291749630293,0.566855185874359,0.764218841877194
"Malonic acid","CG48",233,"-0.04 (0.07)",214,"0.11 (0.06)",0.26650790464975,0.301029465550304,0.557671369102282
"Malonic acid","PB",112,"0.03 (0.1)",92,"-0.07 (0.1)",0.496533236104398,0.604389694512965,0.491900457187922
"Malonic acid","SP",149,"-0.02 (0.07)",147,"0.06 (0.07)",0.560487519577078,0.72320539229691,0.481648468327906
"Malonylcarnitine","CG32",223,"-0.03 (0.03)",216,"0.02 (0.03)",0.619967861316945,0.385922532950316,0.979813972295946
"Malonylcarnitine","CG48",233,"-0.06 (0.03)",214,"-0.04 (0.03)",0.132696136983253,0.048243503426314,0.518710024261339
"Malonylcarnitine","PB",112,"0.04 (0.03)",92,"0.01 (0.03)",0.57742358805059,0.864876758442794,0.322249491841952
"Malonylcarnitine","SP",149,"0.08 (0.04)",147,"0.06 (0.04)",0.42276067964762,0.272640255598751,0.24138710535736
"Mandelic acid","CG32",223,"0.07 (0.06)",216,"0.17 (0.06)",0.067110110036685,0.226150835097679,0.0202094761199752
"Mandelic acid","CG48",233,"0.03 (0.05)",214,"0.06 (0.07)",0.249373848343409,0.350296665631202,0.0967155065466961
"Mandelic acid","PB",112,"-0.22 (0.1)",92,"-0.11 (0.1)",0.150617682161305,0.0549177399495209,0.231501441732035
"Mandelic acid","SP",149,"0.03 (0.06)",147,"0.07 (0.06)",0.231746619716838,0.321898183408849,0.0887000431099705
"N-Acetylglutamine","CG32",223,"0.06 (0.09)",216,"-0.03 (0.12)",0.756592654284812,0.457022301940048,0.67398353693738
"N-Acetylglutamine","CG48",233,"0.01 (0.1)",214,"0.1 (0.1)",0.447323734694637,0.357414003281424,0.225463984399178
"N-Acetylglutamine","PB",112,"-0.03 (0.12)",92,"-0.09 (0.14)",0.939085657216824,0.988119026478,0.761042061680391
"N-Acetylglutamine","SP",149,"-0.2 (0.13)",147,"0.16 (0.1)",0.997101405457035,0.982772914579405,0.958100315806105
"Nonanoic acid","CG32",223,"0.03 (0.02)",216,"0.01 (0.02)",0.497015214973038,0.335305071830193,0.28601516490692
"Nonanoic acid","CG48",233,"-0.03 (0.01)",214,"-0.02 (0.02)",0.206744614670424,0.10912593358034,0.146270871894704
"Nonanoic acid","PB",112,"0 (0.02)",92,"-0.01 (0.02)",0.919469439148261,0.700171869067262,0.758860014360743
"Nonanoic acid","SP",149,"-0.03 (0.03)",147,"-0.07 (0.03)",0.489619763110356,0.299016632559884,0.302630935494006
"Ortho-Hydroxyphenylacetic acid","CG32",223,"0.04 (0.04)",216,"0.06 (0.04)",0.158273056150427,0.12357104187512,0.0801150771151604
"Ortho-Hydroxyphenylacetic acid","CG48",233,"0.09 (0.04)",214,"0.08 (0.04)",0.279629813625486,0.286340880030212,0.119130760268802
"Ortho-Hydroxyphenylacetic acid","PB",112,"-0.04 (0.06)",92,"-0.13 (0.06)",0.529752237669179,0.370478017206559,0.303410945579104
"Ortho-Hydroxyphenylacetic acid","SP",149,"-0.02 (0.06)",147,"0 (0.04)",0.977782962206766,0.859095819709702,0.990614558047705
"Oxoadipic acid","CG32",223,"-0.01 (0.05)",216,"-0.02 (0.06)",0.634269596914834,0.455493869178868,0.874530010586796
"Oxoadipic acid","CG48",233,"-0.02 (0.06)",214,"0.07 (0.06)",0.671843814042996,0.377530845204919,0.748841997785606
"Oxoadipic acid","PB",112,"0.15 (0.1)",92,"0.03 (0.11)",0.914904462017716,0.852623402985171,0.673477081705967
"Oxoadipic acid","SP",149,"0.07 (0.08)",147,"0.12 (0.12)",0.155999823893972,0.559627852930008,0.193341896392948
"p-Hydroxymandelic acid","CG32",223,"-0.03 (0.08)",216,"0.13 (0.09)",0.438857420060972,0.87354087961802,0.300032227336844
"p-Hydroxymandelic acid","CG48",233,"0 (0.08)",214,"-0.07 (0.09)",0.439887782427576,0.775170431644363,0.21914035915557
"p-Hydroxymandelic acid","PB",112,"-0.09 (0.1)",92,"-0.17 (0.11)",0.533626481835224,0.873961617796358,0.36862845941711
"p-Hydroxymandelic acid","SP",149,"-0.13 (0.1)",147,"0.07 (0.08)",0.392612213596697,0.682910587626908,0.35399628768415
"p-Hydroxyphenylacetic acid","CG32",223,"-0.06 (0.18)",216,"0.01 (0.19)",0.596608542406951,0.423858245252794,0.872536470265058
"p-Hydroxyphenylacetic acid","CG48",233,"0.07 (0.16)",214,"-0.15 (0.18)",0.968956549932927,0.813408266758084,0.848882404395969
"p-Hydroxyphenylacetic acid","PB",112,"-0.13 (0.27)",92,"0.08 (0.33)",0.75966902687844,0.580802049925015,0.864219848466634
"p-Hydroxyphenylacetic acid","SP",149,"0.22 (0.17)",147,"0.27 (0.18)",0.2007542522338,0.0984966065164713,0.153846365517313
"Palmitelaidic acid","CG32",223,"-0.17 (0.17)",216,"-0.08 (0.17)",0.321868819910015,0.132946072609611,0.415613033939673
"Palmitelaidic acid","CG48",233,"-0.02 (0.15)",214,"0.27 (0.14)",0.202337366679771,0.637195801229739,0.203648370522127
"Palmitelaidic acid","PB",112,"-0.29 (0.23)",92,"0.19 (0.25)",0.0192169233367279,0.170016036077586,0.133446407652299
"Palmitelaidic acid","SP",149,"-0.19 (0.18)",147,"-0.13 (0.22)",0.498659958789648,0.245396931868986,0.448366074952786
"Palmitic acid","CG32",223,"-0.05 (0.03)",216,"-0.04 (0.03)",0.415077196612166,0.231572962129437,0.279806688870208
"Palmitic acid","CG48",233,"0 (0.03)",214,"0.02 (0.03)",0.975225194454144,0.823145767521866,0.902426957076849
"Palmitic acid","PB",112,"-0.04 (0.04)",92,"0 (0.04)",0.553215009513437,0.95003495316509,0.324933401003314
"Palmitic acid","SP",149,"0 (0.03)",147,"-0.02 (0.03)",0.752018165242564,0.67732535305524,0.451109168237701
"Pentadecanoic acid","CG32",223,"-0.13 (0.07)",216,"-0.08 (0.07)",0.254704564867739,0.13127670154734,0.185534817792063
"Pentadecanoic acid","CG48",233,"-0.01 (0.06)",214,"-0.07 (0.06)",0.495973084568512,0.765968849880544,0.393748520291208
"Pentadecanoic acid","PB",112,"0 (0.08)",92,"0.03 (0.09)",0.666842879365806,0.808379570569707,0.518353821293251
"Pentadecanoic acid","SP",149,"-0.2 (0.09)",147,"-0.13 (0.08)",0.17147881691301,0.11666203037241,0.0934638738835589
"5-Phosphoribosyl Diphosphate","CG32",223,"-0.03 (0.02)",216,"0 (0.02)",0.217449387075454,0.21178450563807,0.643788432738059
"5-Phosphoribosyl Diphosphate","CG48",233,"0.04 (0.02)",214,"-0.01 (0.02)",0.0491613031844707,0.0351066665549085,0.949331359183531
"5-Phosphoribosyl Diphosphate","PB",112,"0.01 (0.04)",92,"0.04 (0.04)",0.498733752409646,0.70693376679363,0.245292101875675
"5-Phosphoribosyl Diphosphate","SP",149,"0.01 (0.02)",147,"0.01 (0.02)",0.939228498294906,0.725167479942723,0.889647613224154
"Phthalic acid","CG32",223,"0.02 (0.04)",216,"0.03 (0.04)",0.486368568806983,0.232569884488732,0.640609341825393
"Phthalic acid","CG48",233,"0.05 (0.04)",214,"0.02 (0.04)",0.342993286918299,0.470529346140281,0.143495552456004
"Phthalic acid","PB",112,"0.12 (0.04)",92,"0.05 (0.03)",0.323186738265688,0.143240697011511,0.689539593922325
"Phthalic acid","SP",149,"0.02 (0.03)",147,"0.06 (0.04)",0.414251596028544,0.418072950057787,0.188230905014795
"Picolinic acid","CG32",223,"-0.02 (0.04)",216,"0.02 (0.05)",0.861993882069444,0.616756449349223,0.666114504324278
"Picolinic acid","CG48",233,"-0.07 (0.04)",214,"-0.06 (0.06)",0.679231711541953,0.42797023662187,0.954768429038877
"Picolinic acid","PB",112,"-0.09 (0.08)",92,"-0.05 (0.09)",0.321372648163866,0.151088939982344,0.276875354200142
"Picolinic acid","SP",149,"0.02 (0.04)",147,"-0.01 (0.04)",0.791488577161557,0.870071642160129,0.621498602576291
"Pimelic acid","CG32",223,"0.27 (0.07)",216,"0.1 (0.07)",0.00029866746926584,0.000104176096331531,0.349392254723164
"Pimelic acid","CG48",233,"-0.01 (0.07)",214,"-0.08 (0.08)",0.728579395710861,0.7112118125455,0.426333409331501
"Pimelic acid","PB",112,"-0.06 (0.1)",92,"0.11 (0.1)",0.593066241301734,0.575408374597449,0.628520490872397
